Provider Number,Condition,Score
05128F,Pneumonia Process of Care Measures,93
10069,Pneumonia Process of Care Measures,66
670041,Heart Failure Process of Care Measures,99
30092,Surgical Care Improvement Project Process of Care Measures,89
420062,Heart Failure Process of Care Measures,97
140062,Surgical Care Improvement Project Process of Care Measures,97
111335,Heart Failure Process of Care Measures,82
51309,Heart Attack or Chest Pain Process of Care Measures,N/A
161374,Heart Attack or Chest Pain Process of Care Measures,N/A
490001,Heart Failure Process of Care Measures,100
150168,Pneumonia Process of Care Measures,N/A
100139,Surgical Care Improvement Project Process of Care Measures,N/A
370007,Heart Attack or Chest Pain Process of Care Measures,83
190267,Heart Attack or Chest Pain Process of Care Measures,N/A
450716,Heart Attack or Chest Pain Process of Care Measures,100
70016,Pneumonia Process of Care Measures,87
310044,Heart Attack or Chest Pain Process of Care Measures,100
33011F,Heart Attack or Chest Pain Process of Care Measures,N/A
41310,Surgical Care Improvement Project Process of Care Measures,N/A
330064,Heart Attack or Chest Pain Process of Care Measures,97
10007,Pneumonia Process of Care Measures,100
340127,Heart Attack or Chest Pain Process of Care Measures,6
390057,Heart Attack or Chest Pain Process of Care Measures,100
510038,Surgical Care Improvement Project Process of Care Measures,100
420009,Heart Attack or Chest Pain Process of Care Measures,20
440185,Heart Attack or Chest Pain Process of Care Measures,100
50069,Pneumonia Process of Care Measures,94
510002,Heart Attack or Chest Pain Process of Care Measures,64
511304,Pneumonia Process of Care Measures,62
181306,Surgical Care Improvement Project Process of Care Measures,N/A
340129,Heart Attack or Chest Pain Process of Care Measures,100
271308,Heart Attack or Chest Pain Process of Care Measures,N/A
190201,Pneumonia Process of Care Measures,100
160083,Surgical Care Improvement Project Process of Care Measures,96
320005,Heart Attack or Chest Pain Process of Care Measures,99
260179,Heart Failure Process of Care Measures,97
101302,Pneumonia Process of Care Measures,N/A
390138,Pneumonia Process of Care Measures,99
10010,Heart Attack or Chest Pain Process of Care Measures,44
330193,Heart Attack or Chest Pain Process of Care Measures,89
31313,Pneumonia Process of Care Measures,92
180018,Surgical Care Improvement Project Process of Care Measures,99
210044,Heart Attack or Chest Pain Process of Care Measures,100
310024,Heart Attack or Chest Pain Process of Care Measures,100
170040,Heart Attack or Chest Pain Process of Care Measures,N/A
50040,Surgical Care Improvement Project Process of Care Measures,97
491302,Heart Attack or Chest Pain Process of Care Measures,100
100223,Surgical Care Improvement Project Process of Care Measures,99
50204,Heart Failure Process of Care Measures,91
390031,Heart Failure Process of Care Measures,100
130014,Pneumonia Process of Care Measures,95
50281,Surgical Care Improvement Project Process of Care Measures,35
190297,Heart Attack or Chest Pain Process of Care Measures,N/A
330189,Surgical Care Improvement Project Process of Care Measures,N/A
26007F,Heart Failure Process of Care Measures,97
160112,Surgical Care Improvement Project Process of Care Measures,N/A
160146,Surgical Care Improvement Project Process of Care Measures,54
161360,Heart Failure Process of Care Measures,100
520063,Heart Attack or Chest Pain Process of Care Measures,N/A
150109,Heart Attack or Chest Pain Process of Care Measures,100
260032,Pneumonia Process of Care Measures,93
320002,Surgical Care Improvement Project Process of Care Measures,96
450143,Pneumonia Process of Care Measures,97
100071,Heart Attack or Chest Pain Process of Care Measures,50
60124,Pneumonia Process of Care Measures,N/A
390100,Surgical Care Improvement Project Process of Care Measures,96
451371,Pneumonia Process of Care Measures,100
270051,Pneumonia Process of Care Measures,92
450684,Pneumonia Process of Care Measures,94
450867,Surgical Care Improvement Project Process of Care Measures,100
370183,Surgical Care Improvement Project Process of Care Measures,100
381318,Pneumonia Process of Care Measures,98
170185,Surgical Care Improvement Project Process of Care Measures,85
140053,Surgical Care Improvement Project Process of Care Measures,78
390095,Heart Attack or Chest Pain Process of Care Measures,98
140115,Heart Attack or Chest Pain Process of Care Measures,78
141311,Heart Attack or Chest Pain Process of Care Measures,N/A
230070,Pneumonia Process of Care Measures,97
111319,Surgical Care Improvement Project Process of Care Measures,N/A
440051,Heart Failure Process of Care Measures,93
271345,Pneumonia Process of Care Measures,86
140148,Surgical Care Improvement Project Process of Care Measures,98
150153,Pneumonia Process of Care Measures,46
241318,Surgical Care Improvement Project Process of Care Measures,N/A
510059,Surgical Care Improvement Project Process of Care Measures,100
390110,Heart Attack or Chest Pain Process of Care Measures,N/A
380029,Pneumonia Process of Care Measures,99
351335,Heart Attack or Chest Pain Process of Care Measures,N/A
490066,Surgical Care Improvement Project Process of Care Measures,97
410007,Heart Attack or Chest Pain Process of Care Measures,8
51315,Heart Attack or Chest Pain Process of Care Measures,N/A
520034,Heart Attack or Chest Pain Process of Care Measures,N/A
36008F,Pneumonia Process of Care Measures,92
441316,Heart Failure Process of Care Measures,N/A
450007,Surgical Care Improvement Project Process of Care Measures,94
41302,Heart Attack or Chest Pain Process of Care Measures,N/A
03013F,Surgical Care Improvement Project Process of Care Measures,96
50448,Heart Failure Process of Care Measures,98
230046,Heart Attack or Chest Pain Process of Care Measures,100
261321,Surgical Care Improvement Project Process of Care Measures,75
10059,Heart Attack or Chest Pain Process of Care Measures,3
270014,Heart Attack or Chest Pain Process of Care Measures,N/A
110003,Heart Attack or Chest Pain Process of Care Measures,100
510007,Heart Failure Process of Care Measures,100
390199,Heart Attack or Chest Pain Process of Care Measures,100
150072,Heart Attack or Chest Pain Process of Care Measures,74
21302,Pneumonia Process of Care Measures,N/A
521327,Heart Attack or Chest Pain Process of Care Measures,N/A
450709,Surgical Care Improvement Project Process of Care Measures,64
100105,Heart Attack or Chest Pain Process of Care Measures,18
450803,Surgical Care Improvement Project Process of Care Measures,88
330316,Heart Attack or Chest Pain Process of Care Measures,N/A
110027,Pneumonia Process of Care Measures,95
140114,Pneumonia Process of Care Measures,100
450395,Surgical Care Improvement Project Process of Care Measures,97
431322,Surgical Care Improvement Project Process of Care Measures,N/A
360096,Heart Attack or Chest Pain Process of Care Measures,85
170145,Heart Attack or Chest Pain Process of Care Measures,73
310005,Heart Failure Process of Care Measures,100
330163,Pneumonia Process of Care Measures,92
360118,Surgical Care Improvement Project Process of Care Measures,74
20026,Heart Failure Process of Care Measures,94
360017,Surgical Care Improvement Project Process of Care Measures,98
380091,Heart Failure Process of Care Measures,90
670054,Pneumonia Process of Care Measures,N/A
390318,Heart Attack or Chest Pain Process of Care Measures,N/A
450422,Heart Failure Process of Care Measures,N/A
20027,Surgical Care Improvement Project Process of Care Measures,100
471304,Heart Attack or Chest Pain Process of Care Measures,100
511308,Surgical Care Improvement Project Process of Care Measures,N/A
40001,Surgical Care Improvement Project Process of Care Measures,95
150175,Pneumonia Process of Care Measures,100
60020,Surgical Care Improvement Project Process of Care Measures,75
161317,Pneumonia Process of Care Measures,40
190001,Surgical Care Improvement Project Process of Care Measures,84
241330,Heart Attack or Chest Pain Process of Care Measures,50
281320,Surgical Care Improvement Project Process of Care Measures,100
140114,Heart Attack or Chest Pain Process of Care Measures,8
150177,Pneumonia Process of Care Measures,N/A
40004,Surgical Care Improvement Project Process of Care Measures,100
50011F,Surgical Care Improvement Project Process of Care Measures,N/A
420062,Surgical Care Improvement Project Process of Care Measures,95
241334,Pneumonia Process of Care Measures,94
670011,Heart Attack or Chest Pain Process of Care Measures,100
460042,Pneumonia Process of Care Measures,99
490116,Heart Attack or Chest Pain Process of Care Measures,59
490112,Surgical Care Improvement Project Process of Care Measures,95
370026,Heart Attack or Chest Pain Process of Care Measures,100
170120,Surgical Care Improvement Project Process of Care Measures,100
190204,Surgical Care Improvement Project Process of Care Measures,94
501312,Heart Attack or Chest Pain Process of Care Measures,N/A
450874,Heart Attack or Chest Pain Process of Care Measures,N/A
330286,Pneumonia Process of Care Measures,100
390178,Pneumonia Process of Care Measures,100
100107,Pneumonia Process of Care Measures,99
360271,Heart Attack or Chest Pain Process of Care Measures,N/A
241342,Heart Attack or Chest Pain Process of Care Measures,100
510047,Heart Attack or Chest Pain Process of Care Measures,67
50754,Heart Failure Process of Care Measures,N/A
10025,Heart Failure Process of Care Measures,93
201307,Heart Failure Process of Care Measures,97
390266,Surgical Care Improvement Project Process of Care Measures,89
271344,Pneumonia Process of Care Measures,90
60014,Surgical Care Improvement Project Process of Care Measures,100
490118,Heart Failure Process of Care Measures,93
361303,Heart Failure Process of Care Measures,N/A
440144,Heart Attack or Chest Pain Process of Care Measures,52
360071,Pneumonia Process of Care Measures,87
50708,Pneumonia Process of Care Measures,N/A
25042F,Surgical Care Improvement Project Process of Care Measures,N/A
280127,Surgical Care Improvement Project Process of Care Measures,99
50738,Heart Failure Process of Care Measures,93
450102,Pneumonia Process of Care Measures,96
450547,Heart Failure Process of Care Measures,65
10066,Pneumonia Process of Care Measures,93
440017,Surgical Care Improvement Project Process of Care Measures,97
420048,Heart Attack or Chest Pain Process of Care Measures,1
241308,Heart Failure Process of Care Measures,33
10110,Pneumonia Process of Care Measures,33
10024,Pneumonia Process of Care Measures,96
451369,Pneumonia Process of Care Measures,97
100121,Heart Attack or Chest Pain Process of Care Measures,90
500021,Surgical Care Improvement Project Process of Care Measures,74
330331,Heart Attack or Chest Pain Process of Care Measures,58
370149,Heart Attack or Chest Pain Process of Care Measures,100
460044,Heart Attack or Chest Pain Process of Care Measures,N/A
80003,Heart Attack or Chest Pain Process of Care Measures,N/A
10019,Surgical Care Improvement Project Process of Care Measures,97
290054,Heart Attack or Chest Pain Process of Care Measures,N/A
80001,Surgical Care Improvement Project Process of Care Measures,94
360078,Heart Failure Process of Care Measures,100
110203,Surgical Care Improvement Project Process of Care Measures,N/A
460019,Surgical Care Improvement Project Process of Care Measures,94
670055,Surgical Care Improvement Project Process of Care Measures,100
450644,Pneumonia Process of Care Measures,99
500031,Pneumonia Process of Care Measures,85
330236,Surgical Care Improvement Project Process of Care Measures,99
110150,Heart Attack or Chest Pain Process of Care Measures,N/A
360170,Heart Attack or Chest Pain Process of Care Measures,100
45060F,Heart Attack or Chest Pain Process of Care Measures,N/A
