Provider Number,Condition,Score
390183,Heart Failure Process of Care Measures,97
170001,Heart Attack or Chest Pain Process of Care Measures,100
30122,Heart Attack or Chest Pain Process of Care Measures,100
450883,Surgical Care Improvement Project Process of Care Measures,100
330180,Heart Attack or Chest Pain Process of Care Measures,14
50765,Heart Failure Process of Care Measures,92
521356,Heart Failure Process of Care Measures,N/A
05027F,Heart Attack or Chest Pain Process of Care Measures,75
230104,Surgical Care Improvement Project Process of Care Measures,100
230019,Pneumonia Process of Care Measures,97
420030,Heart Failure Process of Care Measures,100
61312,Heart Attack or Chest Pain Process of Care Measures,N/A
510024,Surgical Care Improvement Project Process of Care Measures,93
360044,Surgical Care Improvement Project Process of Care Measures,88
190060,Heart Attack or Chest Pain Process of Care Measures,N/A
390042,Heart Attack or Chest Pain Process of Care Measures,100
50498,Pneumonia Process of Care Measures,100
110194,Heart Attack or Chest Pain Process of Care Measures,N/A
400005,Pneumonia Process of Care Measures,77
30065,Heart Attack or Chest Pain Process of Care Measures,100
450558,Heart Attack or Chest Pain Process of Care Measures,N/A
100266,Heart Attack or Chest Pain Process of Care Measures,12
450042,Heart Attack or Chest Pain Process of Care Measures,N/A
260209,Pneumonia Process of Care Measures,100
261314,Heart Attack or Chest Pain Process of Care Measures,N/A
231316,Surgical Care Improvement Project Process of Care Measures,75
21308,Surgical Care Improvement Project Process of Care Measures,N/A
50305,Pneumonia Process of Care Measures,97
140187,Heart Attack or Chest Pain Process of Care Measures,100
450369,Surgical Care Improvement Project Process of Care Measures,83
100313,Pneumonia Process of Care Measures,N/A
361326,Surgical Care Improvement Project Process of Care Measures,67
380004,Surgical Care Improvement Project Process of Care Measures,92
140033,Pneumonia Process of Care Measures,N/A
251326,Surgical Care Improvement Project Process of Care Measures,N/A
221302,Pneumonia Process of Care Measures,100
61312,Surgical Care Improvement Project Process of Care Measures,N/A
381324,Surgical Care Improvement Project Process of Care Measures,95
500002,Pneumonia Process of Care Measures,99
470005,Heart Attack or Chest Pain Process of Care Measures,97
330193,Heart Attack or Chest Pain Process of Care Measures,86
490024,Heart Attack or Chest Pain Process of Care Measures,98
281338,Surgical Care Improvement Project Process of Care Measures,N/A
450497,Heart Attack or Chest Pain Process of Care Measures,N/A
10144,Surgical Care Improvement Project Process of Care Measures,94
280023,Heart Attack or Chest Pain Process of Care Measures,100
41321,Pneumonia Process of Care Measures,77
420064,Heart Attack or Chest Pain Process of Care Measures,72
330232,Heart Attack or Chest Pain Process of Care Measures,100
10069,Heart Attack or Chest Pain Process of Care Measures,100
100081,Surgical Care Improvement Project Process of Care Measures,N/A
50570,Surgical Care Improvement Project Process of Care Measures,93
410007,Pneumonia Process of Care Measures,85
340084,Heart Failure Process of Care Measures,100
670056,Pneumonia Process of Care Measures,63
50335,Heart Attack or Chest Pain Process of Care Measures,96
140010,Surgical Care Improvement Project Process of Care Measures,99
50567,Surgical Care Improvement Project Process of Care Measures,94
450147,Surgical Care Improvement Project Process of Care Measures,99
330250,Heart Failure Process of Care Measures,97
191322,Surgical Care Improvement Project Process of Care Measures,100
220111,Surgical Care Improvement Project Process of Care Measures,94
330246,Heart Attack or Chest Pain Process of Care Measures,100
171375,Heart Attack or Chest Pain Process of Care Measures,100
70019,Surgical Care Improvement Project Process of Care Measures,100
200063,Pneumonia Process of Care Measures,98
370083,Pneumonia Process of Care Measures,93
330397,Pneumonia Process of Care Measures,75
521310,Heart Attack or Chest Pain Process of Care Measures,N/A
231323,Heart Attack or Chest Pain Process of Care Measures,100
371307,Heart Failure Process of Care Measures,N/A
60118,Pneumonia Process of Care Measures,100
100181,Surgical Care Improvement Project Process of Care Measures,90
181329,Surgical Care Improvement Project Process of Care Measures,100
230277,Heart Failure Process of Care Measures,98
400117,Pneumonia Process of Care Measures,33
181330,Heart Attack or Chest Pain Process of Care Measures,14
100260,Surgical Care Improvement Project Process of Care Measures,99
340151,Surgical Care Improvement Project Process of Care Measures,100
450578,Pneumonia Process of Care Measures,N/A
520059,Heart Attack or Chest Pain Process of Care Measures,100
140251,Heart Attack or Chest Pain Process of Care Measures,3
38003F,Surgical Care Improvement Project Process of Care Measures,91
250079,Pneumonia Process of Care Measures,N/A
501315,Pneumonia Process of Care Measures,86
440011,Heart Failure Process of Care Measures,99
101302,Pneumonia Process of Care Measures,N/A
360131,Pneumonia Process of Care Measures,97
30105,Heart Attack or Chest Pain Process of Care Measures,100
11303,Heart Attack or Chest Pain Process of Care Measures,N/A
250002,Heart Attack or Chest Pain Process of Care Measures,N/A
111334,Surgical Care Improvement Project Process of Care Measures,N/A
10061,Surgical Care Improvement Project Process of Care Measures,79
400127,Pneumonia Process of Care Measures,N/A
341325,Pneumonia Process of Care Measures,73
130003,Heart Attack or Chest Pain Process of Care Measures,80
20003F,Heart Attack or Chest Pain Process of Care Measures,N/A
251325,Heart Attack or Chest Pain Process of Care Measures,N/A
110028,Heart Attack or Chest Pain Process of Care Measures,N/A
531303,Heart Attack or Chest Pain Process of Care Measures,N/A
340060,Surgical Care Improvement Project Process of Care Measures,98
130013,Surgical Care Improvement Project Process of Care Measures,95
521355,Pneumonia Process of Care Measures,83
260178,Pneumonia Process of Care Measures,88
250001,Surgical Care Improvement Project Process of Care Measures,90
61312,Pneumonia Process of Care Measures,N/A
440039,Heart Attack or Chest Pain Process of Care Measures,N/A
310051,Surgical Care Improvement Project Process of Care Measures,100
520102,Pneumonia Process of Care Measures,99
370112,Pneumonia Process of Care Measures,93
461309,Surgical Care Improvement Project Process of Care Measures,100
50036,Heart Attack or Chest Pain Process of Care Measures,89
140224,Surgical Care Improvement Project Process of Care Measures,93
250141,Pneumonia Process of Care Measures,100
10091,Surgical Care Improvement Project Process of Care Measures,82
300011,Heart Attack or Chest Pain Process of Care Measures,100
520206,Surgical Care Improvement Project Process of Care Measures,N/A
110032,Surgical Care Improvement Project Process of Care Measures,98
260159,Heart Attack or Chest Pain Process of Care Measures,9
360074,Surgical Care Improvement Project Process of Care Measures,94
51302,Surgical Care Improvement Project Process of Care Measures,N/A
230297,Surgical Care Improvement Project Process of Care Measures,N/A
450123,Surgical Care Improvement Project Process of Care Measures,100
390194,Surgical Care Improvement Project Process of Care Measures,95
361319,Heart Attack or Chest Pain Process of Care Measures,100
50732,Surgical Care Improvement Project Process of Care Measures,73
50567,Surgical Care Improvement Project Process of Care Measures,92
381324,Surgical Care Improvement Project Process of Care Measures,N/A
50633,Heart Attack or Chest Pain Process of Care Measures,8
460004,Surgical Care Improvement Project Process of Care Measures,99
170187,Surgical Care Improvement Project Process of Care Measures,92
450891,Heart Failure Process of Care Measures,N/A
220116,Heart Attack or Chest Pain Process of Care Measures,N/A
40022,Surgical Care Improvement Project Process of Care Measures,100
441312,Surgical Care Improvement Project Process of Care Measures,N/A
10113,Surgical Care Improvement Project Process of Care Measures,93
50376,Heart Attack or Chest Pain Process of Care Measures,99
340050,Heart Attack or Chest Pain Process of Care Measures,23
521312,Surgical Care Improvement Project Process of Care Measures,100
130065,Pneumonia Process of Care Measures,N/A
330279,Heart Attack or Chest Pain Process of Care Measures,99
110132,Heart Attack or Chest Pain Process of Care Measures,N/A
500151,Surgical Care Improvement Project Process of Care Measures,100
220012,Heart Attack or Chest Pain Process of Care Measures,N/A
340001,Surgical Care Improvement Project Process of Care Measures,93
150170,Surgical Care Improvement Project Process of Care Measures,80
50320,Surgical Care Improvement Project Process of Care Measures,0
361302,Surgical Care Improvement Project Process of Care Measures,N/A
440016,Heart Attack or Chest Pain Process of Care Measures,100
250138,Heart Attack or Chest Pain Process of Care Measures,83
450176,Surgical Care Improvement Project Process of Care Measures,100
390222,Pneumonia Process of Care Measures,97
170192,Heart Attack or Chest Pain Process of Care Measures,0
420086,Heart Attack or Chest Pain Process of Care Measures,100
450243,Surgical Care Improvement Project Process of Care Measures,N/A
190116,Surgical Care Improvement Project Process of Care Measures,81
170016,Surgical Care Improvement Project Process of Care Measures,97
450755,Heart Failure Process of Care Measures,100
110083,Pneumonia Process of Care Measures,96
190278,Surgical Care Improvement Project Process of Care Measures,93
191323,Surgical Care Improvement Project Process of Care Measures,N/A
340120,Heart Attack or Chest Pain Process of Care Measures,86
210035,Heart Attack or Chest Pain Process of Care Measures,100
150048,Heart Attack or Chest Pain Process of Care Measures,100
220015,Surgical Care Improvement Project Process of Care Measures,92
230041,Pneumonia Process of Care Measures,92
40071,Surgical Care Improvement Project Process of Care Measures,98
281304,Heart Attack or Chest Pain Process of Care Measures,67
250082,Heart Attack or Chest Pain Process of Care Measures,N/A
500108,Heart Attack or Chest Pain Process of Care Measures,96
141349,Heart Attack or Chest Pain Process of Care Measures,N/A
521318,Surgical Care Improvement Project Process of Care Measures,99
380091,Heart Attack or Chest Pain Process of Care Measures,100
32005F,Heart Attack or Chest Pain Process of Care Measures,N/A
05114F,Surgical Care Improvement Project Process of Care Measures,100
450848,Heart Attack or Chest Pain Process of Care Measures,4
390081,Surgical Care Improvement Project Process of Care Measures,97
241373,Pneumonia Process of Care Measures,89
390139,Heart Attack or Chest Pain Process of Care Measures,100
271344,Heart Attack or Chest Pain Process of Care Measures,N/A
521340,Surgical Care Improvement Project Process of Care Measures,100
450155,Surgical Care Improvement Project Process of Care Measures,100
450634,Surgical Care Improvement Project Process of Care Measures,91
390013,Surgical Care Improvement Project Process of Care Measures,100
100002,Surgical Care Improvement Project Process of Care Measures,100
10036,Heart Attack or Chest Pain Process of Care Measures,67
241315,Heart Failure Process of Care Measures,N/A
281311,Surgical Care Improvement Project Process of Care Measures,N/A
50686,Surgical Care Improvement Project Process of Care Measures,100
451369,Heart Failure Process of Care Measures,67
210012,Heart Failure Process of Care Measures,97
40019,Heart Attack or Chest Pain Process of Care Measures,100
