Provider Number,Condition,Score
271338,Heart Attack or Chest Pain Process of Care Measures,N/A
450617,Surgical Care Improvement Project Process of Care Measures,94
50232,Heart Attack or Chest Pain Process of Care Measures,N/A
40142,Pneumonia Process of Care Measures,92
450315,Heart Attack or Chest Pain Process of Care Measures,N/A
110125,Heart Attack or Chest Pain Process of Care Measures,N/A
251320,Heart Attack or Chest Pain Process of Care Measures,N/A
31302,Surgical Care Improvement Project Process of Care Measures,N/A
430005,Surgical Care Improvement Project Process of Care Measures,81
190013,Heart Attack or Chest Pain Process of Care Measures,30
11031F,Heart Failure Process of Care Measures,100
360144,Pneumonia Process of Care Measures,98
490116,Surgical Care Improvement Project Process of Care Measures,100
161330,Pneumonia Process of Care Measures,100
180025,Pneumonia Process of Care Measures,92
231322,Surgical Care Improvement Project Process of Care Measures,N/A
161335,Surgical Care Improvement Project Process of Care Measures,N/A
60065,Pneumonia Process of Care Measures,99
511317,Surgical Care Improvement Project Process of Care Measures,98
111331,Pneumonia Process of Care Measures,100
180002,Surgical Care Improvement Project Process of Care Measures,91
100292,Heart Attack or Chest Pain Process of Care Measures,100
130018,Surgical Care Improvement Project Process of Care Measures,83
180017,Surgical Care Improvement Project Process of Care Measures,80
60024,Heart Attack or Chest Pain Process of Care Measures,100
171377,Surgical Care Improvement Project Process of Care Measures,N/A
181306,Heart Attack or Chest Pain Process of Care Measures,100
450651,Surgical Care Improvement Project Process of Care Measures,98
60065,Heart Attack or Chest Pain Process of Care Measures,N/A
60006,Heart Attack or Chest Pain Process of Care Measures,98
44013F,Pneumonia Process of Care Measures,94
451303,Pneumonia Process of Care Measures,86
490011,Surgical Care Improvement Project Process of Care Measures,98
161354,Heart Attack or Chest Pain Process of Care Measures,N/A
140077,Pneumonia Process of Care Measures,96
50231,Heart Failure Process of Care Measures,94
280020,Pneumonia Process of Care Measures,96
410005,Surgical Care Improvement Project Process of Care Measures,98
450388,Heart Attack or Chest Pain Process of Care Measures,97
330394,Pneumonia Process of Care Measures,96
250097,Pneumonia Process of Care Measures,95
490130,Surgical Care Improvement Project Process of Care Measures,97
450862,Surgical Care Improvement Project Process of Care Measures,95
440181,Surgical Care Improvement Project Process of Care Measures,0
110194,Pneumonia Process of Care Measures,55
160033,Surgical Care Improvement Project Process of Care Measures,94
251308,Heart Attack or Chest Pain Process of Care Measures,234
431322,Surgical Care Improvement Project Process of Care Measures,N/A
370026,Surgical Care Improvement Project Process of Care Measures,88
260085,Surgical Care Improvement Project Process of Care Measures,83
161372,Heart Attack or Chest Pain Process of Care Measures,N/A
340038,Surgical Care Improvement Project Process of Care Measures,99
330249,Heart Attack or Chest Pain Process of Care Measures,N/A
390071,Heart Attack or Chest Pain Process of Care Measures,89
440040,Heart Failure Process of Care Measures,10
190125,Surgical Care Improvement Project Process of Care Measures,94
150021,Heart Attack or Chest Pain Process of Care Measures,100
121308,Heart Failure Process of Care Measures,N/A
250104,Heart Attack or Chest Pain Process of Care Measures,100
330231,Heart Attack or Chest Pain Process of Care Measures,N/A
370015,Surgical Care Improvement Project Process of Care Measures,97
301305,Surgical Care Improvement Project Process of Care Measures,96
520044,Heart Failure Process of Care Measures,99
181330,Heart Attack or Chest Pain Process of Care Measures,N/A
380060,Surgical Care Improvement Project Process of Care Measures,94
50708,Surgical Care Improvement Project Process of Care Measures,94
21313,Surgical Care Improvement Project Process of Care Measures,50
50279,Heart Attack or Chest Pain Process of Care Measures,91
450831,Pneumonia Process of Care Measures,N/A
310081,Surgical Care Improvement Project Process of Care Measures,89
41311,Heart Attack or Chest Pain Process of Care Measures,N/A
140053,Heart Attack or Chest Pain Process of Care Measures,N/A
490020,Heart Attack or Chest Pain Process of Care Measures,100
151328,Heart Attack or Chest Pain Process of Care Measures,100
351318,Heart Attack or Chest Pain Process of Care Measures,67
140032,Heart Attack or Chest Pain Process of Care Measures,95
510024,Heart Failure Process of Care Measures,83
50276,Heart Attack or Chest Pain Process of Care Measures,100
370029,Heart Attack or Chest Pain Process of Care Measures,N/A
491307,Pneumonia Process of Care Measures,88
450462,Surgical Care Improvement Project Process of Care Measures,99
70015,Surgical Care Improvement Project Process of Care Measures,99
271330,Surgical Care Improvement Project Process of Care Measures,N/A
450188,Pneumonia Process of Care Measures,95
450351,Pneumonia Process of Care Measures,100
181304,Pneumonia Process of Care Measures,92
170013,Heart Attack or Chest Pain Process of Care Measures,100
521357,Surgical Care Improvement Project Process of Care Measures,N/A
521341,Surgical Care Improvement Project Process of Care Measures,93
250152,Heart Attack or Chest Pain Process of Care Measures,N/A
150166,Surgical Care Improvement Project Process of Care Measures,100
51310,Pneumonia Process of Care Measures,70
390097,Surgical Care Improvement Project Process of Care Measures,86
301301,Surgical Care Improvement Project Process of Care Measures,90
161372,Heart Attack or Chest Pain Process of Care Measures,N/A
360156,Pneumonia Process of Care Measures,78
60043,Pneumonia Process of Care Measures,100
260074,Surgical Care Improvement Project Process of Care Measures,99
450040,Heart Attack or Chest Pain Process of Care Measures,99
340098,Surgical Care Improvement Project Process of Care Measures,100
50471,Surgical Care Improvement Project Process of Care Measures,95
220086,Heart Failure Process of Care Measures,100
511309,Heart Attack or Chest Pain Process of Care Measures,N/A
370083,Heart Attack or Chest Pain Process of Care Measures,0
180035,Heart Attack or Chest Pain Process of Care Measures,95
241327,Heart Failure Process of Care Measures,41
330164,Surgical Care Improvement Project Process of Care Measures,99
151324,Heart Failure Process of Care Measures,98
100255,Heart Attack or Chest Pain Process of Care Measures,43
260191,Pneumonia Process of Care Measures,99
440006,Heart Attack or Chest Pain Process of Care Measures,N/A
450128,Heart Attack or Chest Pain Process of Care Measures,100
501315,Pneumonia Process of Care Measures,100
141345,Pneumonia Process of Care Measures,88
390006,Heart Attack or Chest Pain Process of Care Measures,100
260159,Heart Failure Process of Care Measures,N/A
70006,Heart Attack or Chest Pain Process of Care Measures,98
471305,Pneumonia Process of Care Measures,100
161361,Surgical Care Improvement Project Process of Care Measures,100
300034,Surgical Care Improvement Project Process of Care Measures,95
271330,Surgical Care Improvement Project Process of Care Measures,N/A
140122,Surgical Care Improvement Project Process of Care Measures,98
230297,Heart Attack or Chest Pain Process of Care Measures,N/A
140187,Surgical Care Improvement Project Process of Care Measures,95
520059,Pneumonia Process of Care Measures,100
460015,Heart Attack or Chest Pain Process of Care Measures,100
370099,Heart Attack or Chest Pain Process of Care Measures,9
360001,Heart Attack or Chest Pain Process of Care Measures,100
360132,Pneumonia Process of Care Measures,96
201307,Surgical Care Improvement Project Process of Care Measures,N/A
321300,Surgical Care Improvement Project Process of Care Measures,N/A
310022,Heart Attack or Chest Pain Process of Care Measures,100
181327,Heart Attack or Chest Pain Process of Care Measures,N/A
510008,Heart Attack or Chest Pain Process of Care Measures,80
450052,Heart Failure Process of Care Measures,79
500033,Heart Attack or Chest Pain Process of Care Measures,N/A
161304,Surgical Care Improvement Project Process of Care Measures,N/A
50257,Heart Attack or Chest Pain Process of Care Measures,N/A
30007,Heart Failure Process of Care Measures,98
110089,Surgical Care Improvement Project Process of Care Measures,100
501309,Surgical Care Improvement Project Process of Care Measures,100
151303,Heart Attack or Chest Pain Process of Care Measures,N/A
530015,Heart Attack or Chest Pain Process of Care Measures,97
370028,Surgical Care Improvement Project Process of Care Measures,91
370169,Surgical Care Improvement Project Process of Care Measures,N/A
440047,Pneumonia Process of Care Measures,100
110008,Surgical Care Improvement Project Process of Care Measures,96
450677,Surgical Care Improvement Project Process of Care Measures,77
420039,Surgical Care Improvement Project Process of Care Measures,100
321305,Pneumonia Process of Care Measures,50
420049,Heart Failure Process of Care Measures,96
271312,Surgical Care Improvement Project Process of Care Measures,N/A
70039,Heart Failure Process of Care Measures,50
50026,Surgical Care Improvement Project Process of Care Measures,96
511307,Heart Attack or Chest Pain Process of Care Measures,N/A
250020,Heart Attack or Chest Pain Process of Care Measures,N/A
50761,Pneumonia Process of Care Measures,93
150002,Surgical Care Improvement Project Process of Care Measures,100
270074,Heart Failure Process of Care Measures,100
310006,Heart Attack or Chest Pain Process of Care Measures,100
180044,Heart Attack or Chest Pain Process of Care Measures,100
140088,Pneumonia Process of Care Measures,98
390127,Surgical Care Improvement Project Process of Care Measures,93
310002,Heart Attack or Chest Pain Process of Care Measures,100
60032,Pneumonia Process of Care Measures,99
08002F,Surgical Care Improvement Project Process of Care Measures,93
520070,Heart Attack or Chest Pain Process of Care Measures,98
140033,Pneumonia Process of Care Measures,N/A
450132,Heart Attack or Chest Pain Process of Care Measures,N/A
271323,Surgical Care Improvement Project Process of Care Measures,N/A
191322,Pneumonia Process of Care Measures,87
100187,Surgical Care Improvement Project Process of Care Measures,97
190019,Pneumonia Process of Care Measures,98
50714,Surgical Care Improvement Project Process of Care Measures,95
250072,Heart Attack or Chest Pain Process of Care Measures,N/A
200034,Heart Failure Process of Care Measures,90
21311,Pneumonia Process of Care Measures,92
530015,Surgical Care Improvement Project Process of Care Measures,82
430005,Heart Failure Process of Care Measures,93
21302,Heart Failure Process of Care Measures,N/A
490046,Surgical Care Improvement Project Process of Care Measures,98
190019,Heart Failure Process of Care Measures,96
50211,Pneumonia Process of Care Measures,78
180143,Heart Attack or Chest Pain Process of Care Measures,97
400102,Surgical Care Improvement Project Process of Care Measures,100
150149,Heart Attack or Chest Pain Process of Care Measures,N/A
50139,Surgical Care Improvement Project Process of Care Measures,95
191306,Pneumonia Process of Care Measures,50
110028,Heart Attack or Chest Pain Process of Care Measures,N/A
450661,Surgical Care Improvement Project Process of Care Measures,85
21305,Heart Attack or Chest Pain Process of Care Measures,N/A
110201,Pneumonia Process of Care Measures,96
450558,Heart Attack or Chest Pain Process of Care Measures,N/A
26004F,Heart Attack or Chest Pain Process of Care Measures,100
230002,Heart Attack or Chest Pain Process of Care Measures,10
